Gender,Age,Customer_Type,Travel_Type,Travel_Class,Online_Booking,Gate_Location,Online_Boarding,CheckIn_Service,Baggage_Handling,Overall_Satisfaction
Male,45,Loyal ,Business ,Business,1,1,4,4,4,satisfied
Male,37,Disloyal ,Business ,Business,4,3,4,1,4,neutral or dissatisfied
Female,24,Loyal ,Business ,Eco,2,2,3,4,1,neutral or dissatisfied
Male,66,Loyal ,Personal ,Eco,4,3,4,2,3,neutral or dissatisfied
Female,44,Loyal ,Business ,Business,5,5,2,1,4,satisfied
Female,44,Loyal ,Personal ,Eco,3,5,5,1,4,neutral or dissatisfied
Male,36,Loyal ,Business ,Business,1,1,5,3,4,satisfied
Female,46,Loyal ,Personal ,Eco,2,3,5,5,3,neutral or dissatisfied
Male,18,Disloyal ,Business ,Business,3,2,3,3,5,satisfied
Female,21,Loyal ,Business ,Business,1,1,3,3,4,neutral or dissatisfied
Female,40,Loyal ,Business ,Business,4,4,5,5,4,satisfied
Female,31,Disloyal ,Business ,Eco,2,4,2,1,4,neutral or dissatisfied
Male,68,Loyal ,Personal ,Eco,2,3,2,3,5,neutral or dissatisfied
Female,45,Loyal ,Business ,Business,4,4,5,5,4,satisfied
Male,49,Loyal ,Business ,Business,4,4,5,3,4,satisfied
Female,26,Disloyal ,Business ,Eco,3,4,3,1,3,neutral or dissatisfied
Female,11,Loyal ,Personal ,Eco,2,2,2,4,5,neutral or dissatisfied
Female,53,Loyal ,Business ,Business,5,5,4,4,4,satisfied
Female,9,Loyal ,Personal ,Eco,3,4,3,1,3,neutral or dissatisfied
Male,55,Loyal ,Business ,Business,5,5,5,5,4,satisfied
Female,37,Loyal ,Business ,Business,2,2,4,5,4,satisfied
Male,34,Loyal ,Business ,Eco Plus,4,4,2,1,3,neutral or dissatisfied
Female,25,Disloyal ,Business ,Business,2,4,2,5,5,neutral or dissatisfied
Male,49,Loyal ,Business ,Business,5,3,5,4,5,satisfied
Male,39,Loyal ,Personal ,Eco,2,2,2,5,5,neutral or dissatisfied
Female,36,Loyal ,Business ,Eco,2,2,4,1,3,neutral or dissatisfied
Female,49,Loyal ,Business ,Business,4,5,5,4,3,satisfied
Female,38,Loyal ,Business ,Eco Plus,5,5,5,3,3,satisfied
Female,23,Disloyal ,Business ,Eco,2,5,2,5,5,neutral or dissatisfied
Female,41,Loyal ,Business ,Business,2,2,5,3,3,satisfied
Female,42,Loyal ,Personal ,Eco,2,3,1,4,5,neutral or dissatisfied
Male,38,Disloyal ,Business ,Business,3,1,3,5,5,neutral or dissatisfied
Male,18,Loyal ,Personal ,Eco,3,2,3,5,5,neutral or dissatisfied
Male,22,Disloyal ,Business ,Eco,3,5,3,3,3,neutral or dissatisfied
Female,48,Loyal ,Personal ,Eco,2,3,3,4,2,neutral or dissatisfied
Male,19,Loyal ,Personal ,Eco,3,3,3,3,4,neutral or dissatisfied
Female,25,Disloyal ,Business ,Eco,2,5,2,3,1,neutral or dissatisfied
Female,59,Loyal ,Business ,Business,4,4,4,4,3,satisfied
Male,40,Loyal ,Business ,Business,4,3,5,3,4,satisfied
Male,26,Loyal ,Personal ,Eco,3,3,3,4,3,neutral or dissatisfied
Male,44,Loyal ,Business ,Business,5,5,4,1,3,neutral or dissatisfied
Female,26,Loyal ,Personal ,Eco Plus,1,3,1,4,3,neutral or dissatisfied
Female,28,Disloyal ,Business ,Eco,3,2,3,2,2,neutral or dissatisfied
Female,53,Loyal ,Business ,Business,2,2,2,1,1,neutral or dissatisfied
Male,50,Loyal ,Business ,Business,2,5,5,4,5,satisfied
Male,52,Loyal ,Personal ,Eco,2,2,2,1,2,neutral or dissatisfied
Female,28,Loyal ,Personal ,Eco,4,2,4,1,4,neutral or dissatisfied
Male,57,Loyal ,Personal ,Eco,3,2,3,3,4,neutral or dissatisfied
Female,43,Loyal ,Business ,Business,2,2,5,5,3,satisfied
Male,42,Loyal ,Business ,Eco,1,1,3,2,3,neutral or dissatisfied
Female,46,Loyal ,Personal ,Eco Plus,2,4,3,1,4,satisfied
Female,55,Loyal ,Personal ,Eco,2,3,4,3,5,neutral or dissatisfied
Male,46,Loyal ,Business ,Business,1,1,5,3,5,satisfied
Male,51,Disloyal ,Business ,Business,4,2,5,3,4,satisfied
Female,41,Disloyal ,Business ,Business,2,4,2,4,4,neutral or dissatisfied
Male,17,Disloyal ,Business ,Eco,3,4,3,2,3,neutral or dissatisfied
Male,60,Loyal ,Business ,Business,3,3,5,4,5,satisfied
Male,51,Loyal ,Business ,Business,2,3,3,3,4,satisfied
Male,46,Loyal ,Business ,Eco,5,5,4,4,2,satisfied
Male,39,Disloyal ,Business ,Business,3,2,3,3,5,neutral or dissatisfied
Female,38,Loyal ,Business ,Eco,5,5,4,4,2,satisfied
Female,56,Loyal ,Business ,Business,0,2,4,3,5,satisfied
Female,54,Disloyal ,Business ,Business,4,3,4,5,5,satisfied
Male,60,Loyal ,Personal ,Eco,2,4,2,3,3,neutral or dissatisfied
Female,15,Loyal ,Personal ,Eco,2,4,2,3,4,neutral or dissatisfied
Male,41,Disloyal ,Business ,Business,2,2,2,3,1,neutral or dissatisfied
Female,51,Loyal ,Business ,Business,1,1,4,3,4,satisfied
Female,39,Disloyal ,Business ,Business,5,3,5,5,4,satisfied
Male,59,Loyal ,Business ,Business,5,5,5,5,5,satisfied
Male,42,Loyal ,Business ,Eco,1,1,4,2,5,satisfied
Female,27,Loyal ,Personal ,Eco,5,2,5,5,5,neutral or dissatisfied
Male,24,Disloyal ,Business ,Eco,2,3,2,3,4,neutral or dissatisfied
Male,51,Loyal ,Business ,Business,2,2,4,5,5,satisfied
Male,22,Disloyal ,Business ,Eco,3,4,3,3,3,neutral or dissatisfied
Male,12,Loyal ,Personal ,Eco Plus,1,5,1,5,5,neutral or dissatisfied
Female,41,Disloyal ,Business ,Eco Plus,3,3,3,3,3,neutral or dissatisfied
Female,47,Loyal ,Business ,Business,5,1,3,1,1,neutral or dissatisfied
Female,44,Loyal ,Business ,Business,0,3,5,4,2,satisfied
Female,20,Loyal ,Personal ,Eco,3,3,3,4,4,neutral or dissatisfied
Male,24,Disloyal ,Business ,Eco,4,3,4,5,4,neutral or dissatisfied
Male,25,Loyal ,Business ,Business,1,1,5,5,4,satisfied
Male,48,Loyal ,Business ,Business,5,5,4,3,4,satisfied
Female,27,Loyal ,Business ,Business,3,3,4,3,3,satisfied
Female,26,Disloyal ,Business ,Eco Plus,1,4,1,2,3,neutral or dissatisfied
Female,52,Loyal ,Business ,Eco,2,2,2,1,4,satisfied
Male,40,Loyal ,Business ,Business,3,1,4,5,3,satisfied
Male,57,Loyal ,Business ,Business,3,3,4,4,4,satisfied
Male,25,Loyal ,Business ,Business,5,1,5,1,5,satisfied
Female,29,Loyal ,Business ,Business,5,5,3,4,4,satisfied
Female,29,Disloyal ,Business ,Business,3,2,3,5,4,neutral or dissatisfied
Female,63,Loyal ,Personal ,Eco,4,4,3,1,4,satisfied
Male,23,Disloyal ,Business ,Eco,3,4,3,3,4,neutral or dissatisfied
Male,24,Loyal ,Business ,Business,5,5,4,5,4,satisfied
Female,33,Loyal ,Business ,Business,3,3,2,5,5,satisfied
Female,46,Loyal ,Business ,Business,5,4,4,2,2,neutral or dissatisfied
Male,67,Loyal ,Personal ,Eco,1,3,1,3,3,neutral or dissatisfied
Female,23,Loyal ,Personal ,Eco,1,1,1,4,5,neutral or dissatisfied
Female,59,Loyal ,Business ,Business,0,3,4,4,5,satisfied
Female,35,Loyal ,Business ,Business,1,1,1,1,3,neutral or dissatisfied
Female,24,Loyal ,Personal ,Eco Plus,4,1,4,4,3,neutral or dissatisfied
Female,49,Loyal ,Business ,Business,4,2,5,5,4,satisfied
Female,35,Loyal ,Business ,Business,2,2,2,4,1,neutral or dissatisfied
Female,50,Loyal ,Personal ,Eco Plus,3,1,4,5,3,neutral or dissatisfied
Male,45,Loyal ,Business ,Business,5,5,4,1,5,satisfied
Female,51,Loyal ,Personal ,Eco,1,1,5,3,2,neutral or dissatisfied
Female,70,Loyal ,Personal ,Eco,4,3,2,2,3,neutral or dissatisfied
Male,23,Loyal ,Personal ,Eco,0,3,0,5,4,satisfied
Female,31,Loyal ,Business ,Business,5,5,4,5,5,satisfied
Female,40,Loyal ,Business ,Eco Plus,5,5,3,3,2,satisfied
Female,37,Loyal ,Personal ,Eco,3,5,3,3,5,neutral or dissatisfied
Male,25,Loyal ,Business ,Business,3,3,2,4,1,satisfied
Female,61,Loyal ,Business ,Business,3,3,4,1,3,satisfied
Female,36,Disloyal ,Business ,Eco,3,4,3,4,1,neutral or dissatisfied
Female,22,Disloyal ,Business ,Business,5,2,0,4,5,satisfied
Female,31,Loyal ,Personal ,Eco,4,2,4,5,5,neutral or dissatisfied
Male,52,Loyal ,Business ,Business,3,3,4,4,4,satisfied
Male,42,Loyal ,Business ,Business,3,4,3,1,3,neutral or dissatisfied
Female,24,Loyal ,Business ,Eco Plus,3,3,4,5,4,satisfied
Female,50,Loyal ,Personal ,Eco,2,3,5,4,1,neutral or dissatisfied
Female,72,Loyal ,Business ,Eco,2,2,2,3,2,neutral or dissatisfied
Female,32,Disloyal ,Business ,Business,3,4,3,4,5,neutral or dissatisfied
Female,10,Loyal ,Personal ,Eco,1,1,1,3,4,neutral or dissatisfied
Female,61,Loyal ,Business ,Business,5,5,5,5,4,satisfied
Male,30,Loyal ,Personal ,Eco,0,2,0,5,4,satisfied
Male,34,Loyal ,Business ,Business,5,5,3,5,5,satisfied
Male,58,Loyal ,Personal ,Eco Plus,0,1,3,3,4,neutral or dissatisfied
Female,34,Loyal ,Business ,Business,1,1,5,5,4,satisfied
Male,32,Loyal ,Personal ,Eco,3,2,3,5,4,neutral or dissatisfied
Female,55,Loyal ,Business ,Eco Plus,2,2,4,1,2,neutral or dissatisfied
Male,59,Loyal ,Business ,Business,1,1,5,5,4,satisfied
Female,57,Loyal ,Business ,Business,5,5,4,3,4,satisfied
Male,30,Loyal ,Business ,Business,4,4,5,3,4,satisfied
Female,55,Loyal ,Business ,Business,4,3,5,5,4,satisfied
Female,43,Loyal ,Personal ,Eco,4,2,2,3,3,neutral or dissatisfied
Male,37,Loyal ,Personal ,Eco,3,3,4,4,4,neutral or dissatisfied
Male,14,Disloyal ,Business ,Eco,2,4,2,2,3,neutral or dissatisfied
Female,29,Loyal ,Business ,Business,4,5,2,4,4,neutral or dissatisfied
Male,23,Disloyal ,Business ,Eco,4,2,4,5,3,satisfied
Female,46,Loyal ,Business ,Business,5,5,5,5,5,satisfied
Male,54,Loyal ,Business ,Business,1,1,5,3,4,satisfied
Female,25,Disloyal ,Business ,Eco,1,2,1,4,2,neutral or dissatisfied
Female,34,Disloyal ,Business ,Eco,4,3,4,3,3,neutral or dissatisfied
Female,43,Loyal ,Personal ,Eco,2,3,4,2,1,neutral or dissatisfied
Female,65,Loyal ,Personal ,Business,1,4,5,3,2,neutral or dissatisfied
Male,12,Loyal ,Personal ,Business,4,2,4,3,4,satisfied
Female,37,Loyal ,Business ,Business,3,5,5,4,4,satisfied
Female,75,Loyal ,Business ,Business,3,3,3,5,5,satisfied
Male,36,Loyal ,Business ,Business,3,3,4,4,5,satisfied
Female,36,Loyal ,Business ,Business,5,5,3,2,5,satisfied
Male,40,Loyal ,Business ,Business,3,3,4,4,5,satisfied
Female,41,Loyal ,Personal ,Eco,3,1,3,5,4,satisfied
Female,28,Loyal ,Business ,Business,5,2,2,4,4,neutral or dissatisfied
Male,52,Loyal ,Personal ,Eco,3,5,3,5,4,neutral or dissatisfied
Male,39,Loyal ,Business ,Eco,5,4,3,1,4,neutral or dissatisfied
Female,67,Loyal ,Personal ,Eco,2,3,3,2,2,neutral or dissatisfied
Male,41,Loyal ,Business ,Business,3,3,1,5,3,satisfied
Male,13,Loyal ,Personal ,Eco Plus,1,2,1,5,1,neutral or dissatisfied
Male,51,Loyal ,Business ,Business,1,1,5,5,5,satisfied
Male,44,Loyal ,Business ,Business,4,4,3,3,3,neutral or dissatisfied
Male,45,Loyal ,Business ,Eco,2,2,3,3,2,satisfied
Female,38,Loyal ,Personal ,Eco,2,4,2,3,4,neutral or dissatisfied
Male,40,Disloyal ,Business ,Eco,2,4,2,1,3,neutral or dissatisfied
Male,23,Loyal ,Business ,Business,3,3,4,3,4,satisfied
Female,36,Loyal ,Business ,Business,4,4,5,5,5,satisfied
Female,33,Loyal ,Personal ,Eco,4,4,4,5,5,satisfied
Female,36,Loyal ,Business ,Business,5,5,2,2,2,neutral or dissatisfied
Male,56,Loyal ,Business ,Business,2,2,2,3,1,neutral or dissatisfied
Female,40,Loyal ,Business ,Business,3,2,4,5,4,satisfied
Female,33,Loyal ,Business ,Eco,2,3,4,5,3,satisfied
Female,55,Loyal ,Business ,Business,2,2,3,4,2,satisfied
Female,43,Loyal ,Business ,Business,5,1,4,3,2,satisfied
Female,31,Loyal ,Personal ,Eco,3,3,3,2,2,neutral or dissatisfied
Female,11,Loyal ,Personal ,Business,3,4,3,5,5,neutral or dissatisfied
Female,57,Loyal ,Personal ,Business,2,4,5,4,4,neutral or dissatisfied
Male,52,Loyal ,Business ,Business,1,1,2,1,4,satisfied
Male,19,Loyal ,Personal ,Eco,2,3,2,4,3,neutral or dissatisfied
Female,58,Loyal ,Personal ,Eco,2,3,4,4,2,neutral or dissatisfied
Male,10,Loyal ,Personal ,Eco,1,4,1,2,4,neutral or dissatisfied
Male,41,Loyal ,Business ,Eco,5,5,3,2,3,neutral or dissatisfied
Female,14,Loyal ,Business ,Business,2,2,3,1,3,neutral or dissatisfied
Female,51,Loyal ,Business ,Business,3,3,3,4,5,neutral or dissatisfied
Male,53,Loyal ,Business ,Business,5,5,5,2,5,satisfied
Female,58,Loyal ,Personal ,Eco Plus,2,2,4,4,4,neutral or dissatisfied
Male,40,Loyal ,Personal ,Eco,2,2,2,2,2,neutral or dissatisfied
Female,55,Loyal ,Business ,Business,3,3,4,4,5,satisfied
Male,59,Loyal ,Business ,Business,4,4,3,2,3,neutral or dissatisfied
Female,51,Loyal ,Business ,Business,4,4,4,4,2,satisfied
Female,30,Loyal ,Business ,Eco,1,1,5,4,2,satisfied
Female,24,Disloyal ,Business ,Eco,3,4,3,1,2,neutral or dissatisfied
Male,48,Loyal ,Personal ,Eco,0,2,0,3,5,satisfied
Male,49,Loyal ,Business ,Business,1,1,3,4,4,satisfied
Female,27,Loyal ,Personal ,Eco,1,3,1,1,4,neutral or dissatisfied
Male,32,Loyal ,Business ,Eco,2,2,2,4,3,neutral or dissatisfied
Female,44,Loyal ,Business ,Eco,4,4,5,3,3,satisfied
Female,66,Loyal ,Personal ,Eco,4,1,4,5,5,neutral or dissatisfied
Female,23,Loyal ,Personal ,Eco,1,5,1,3,5,neutral or dissatisfied
Female,30,Loyal ,Personal ,Eco,0,3,0,5,5,satisfied
Female,52,Loyal ,Business ,Business,3,3,5,3,4,satisfied
Male,15,Loyal ,Personal ,Eco,3,4,3,4,3,neutral or dissatisfied
Male,62,Loyal ,Personal ,Eco,2,1,2,4,5,neutral or dissatisfied
Female,52,Loyal ,Personal ,Eco,3,3,5,5,3,neutral or dissatisfied
Female,20,Disloyal ,Business ,Eco,1,5,1,2,5,neutral or dissatisfied
Male,23,Disloyal ,Business ,Eco,2,3,2,5,4,neutral or dissatisfied
Female,40,Disloyal ,Business ,Business,3,3,3,1,5,neutral or dissatisfied
Male,43,Loyal ,Business ,Business,4,1,4,4,5,satisfied
Male,32,Loyal ,Business ,Eco,1,1,2,4,1,neutral or dissatisfied
Female,59,Loyal ,Business ,Business,4,4,5,5,4,satisfied
Male,46,Disloyal ,Business ,Business,3,2,3,5,3,neutral or dissatisfied
Female,62,Loyal ,Business ,Business,4,4,4,5,4,satisfied
Male,40,Loyal ,Personal ,Eco Plus,1,3,1,4,2,neutral or dissatisfied
Male,54,Loyal ,Business ,Business,2,2,5,5,5,satisfied
Female,37,Disloyal ,Business ,Business,2,3,2,3,5,neutral or dissatisfied
Female,25,Disloyal ,Business ,Eco,1,3,1,1,4,neutral or dissatisfied
Male,42,Loyal ,Business ,Business,4,4,3,3,2,neutral or dissatisfied
Male,7,Disloyal ,Business ,Eco,0,3,1,1,4,neutral or dissatisfied
Male,46,Loyal ,Business ,Business,2,2,4,4,4,satisfied
Male,15,Loyal ,Personal ,Eco,4,3,4,4,4,neutral or dissatisfied
Male,16,Loyal ,Personal ,Eco,2,4,2,5,4,neutral or dissatisfied
Male,15,Loyal ,Personal ,Eco,4,3,4,4,5,neutral or dissatisfied
Male,14,Loyal ,Personal ,Eco,4,4,4,4,5,neutral or dissatisfied
Male,43,Disloyal ,Business ,Business,3,1,3,4,4,neutral or dissatisfied
Female,32,Loyal ,Business ,Business,2,2,2,4,3,neutral or dissatisfied
Female,16,Loyal ,Personal ,Eco,4,4,4,2,4,neutral or dissatisfied
Male,38,Loyal ,Personal ,Eco,4,3,4,5,5,satisfied
Male,44,Loyal ,Business ,Business,4,2,5,5,5,satisfied
Female,24,Disloyal ,Business ,Eco,4,3,4,4,5,neutral or dissatisfied
Female,54,Loyal ,Business ,Business,1,1,5,5,4,satisfied
Female,26,Loyal ,Personal ,Eco Plus,2,4,2,3,5,neutral or dissatisfied
Female,34,Disloyal ,Business ,Eco,2,4,2,2,4,neutral or dissatisfied
Female,44,Loyal ,Business ,Eco,4,5,4,1,4,satisfied
Female,24,Loyal ,Business ,Business,1,1,3,3,4,neutral or dissatisfied
Female,53,Loyal ,Business ,Business,5,5,5,4,4,satisfied
Male,16,Loyal ,Personal ,Eco,2,4,2,3,4,neutral or dissatisfied
Male,47,Loyal ,Business ,Eco,3,3,4,2,4,neutral or dissatisfied
Female,25,Loyal ,Business ,Business,4,4,5,3,5,satisfied
Male,34,Disloyal ,Business ,Eco,2,5,2,4,2,neutral or dissatisfied
Female,27,Disloyal ,Business ,Business,0,4,0,5,5,satisfied
Male,32,Loyal ,Personal ,Eco,1,3,1,4,3,neutral or dissatisfied
Female,58,Disloyal ,Business ,Business,3,4,3,5,5,neutral or dissatisfied
Male,45,Disloyal ,Business ,Eco,1,3,1,4,3,neutral or dissatisfied
Male,30,Loyal ,Business ,Business,2,2,4,4,2,satisfied
Male,16,Loyal ,Personal ,Eco,2,4,2,1,4,neutral or dissatisfied
Female,22,Loyal ,Business ,Business,1,1,1,2,2,neutral or dissatisfied
Female,23,Loyal ,Business ,Business,3,3,4,3,3,satisfied
Female,50,Loyal ,Business ,Eco Plus,5,5,3,3,3,neutral or dissatisfied
Male,58,Loyal ,Personal ,Business,3,2,5,4,2,neutral or dissatisfied
Female,70,Loyal ,Personal ,Eco,2,5,5,4,3,neutral or dissatisfied
Male,24,Disloyal ,Business ,Business,3,3,3,4,4,satisfied
Male,57,Loyal ,Personal ,Eco,1,3,1,4,4,neutral or dissatisfied
Male,60,Loyal ,Personal ,Business,3,3,5,3,1,neutral or dissatisfied
Female,32,Disloyal ,Business ,Business,2,4,2,5,5,neutral or dissatisfied
Male,55,Loyal ,Business ,Business,4,1,4,3,5,satisfied
Male,30,Disloyal ,Business ,Eco,2,5,2,3,5,neutral or dissatisfied
Female,17,Loyal ,Personal ,Eco,3,5,3,5,4,neutral or dissatisfied
Male,19,Disloyal ,Business ,Eco,1,3,1,3,4,neutral or dissatisfied
Male,30,Loyal ,Business ,Business,1,1,4,3,5,satisfied
Female,38,Loyal ,Business ,Eco,2,2,5,5,5,satisfied
Female,45,Loyal ,Business ,Business,4,4,5,4,5,satisfied
Male,53,Loyal ,Business ,Business,1,1,4,3,4,satisfied
Male,40,Loyal ,Personal ,Eco,2,2,2,4,5,neutral or dissatisfied
Female,54,Loyal ,Business ,Business,1,1,5,3,4,satisfied
Female,24,Loyal ,Business ,Business,4,4,5,1,4,satisfied
Female,14,Loyal ,Business ,Eco Plus,2,2,5,5,1,satisfied
Female,52,Loyal ,Business ,Eco,1,1,3,1,3,neutral or dissatisfied
Male,21,Loyal ,Business ,Business,2,2,5,5,4,satisfied
Male,32,Loyal ,Business ,Eco,0,2,0,5,2,satisfied
Male,53,Loyal ,Personal ,Business,2,3,3,4,4,neutral or dissatisfied
Female,55,Loyal ,Business ,Business,2,2,3,3,5,satisfied
Female,49,Disloyal ,Business ,Business,2,3,2,3,4,satisfied
Male,64,Disloyal ,Business ,Business,4,3,3,5,5,neutral or dissatisfied
Male,53,Loyal ,Business ,Business,1,1,2,2,5,satisfied
Female,48,Loyal ,Business ,Business,3,3,4,4,4,satisfied
Female,52,Disloyal ,Business ,Business,4,3,4,5,5,neutral or dissatisfied
Female,33,Disloyal ,Business ,Business,3,4,3,4,5,neutral or dissatisfied
Female,58,Loyal ,Business ,Business,4,3,5,5,4,satisfied
Male,23,Loyal ,Business ,Business,5,4,4,4,4,satisfied
Female,40,Loyal ,Business ,Business,5,5,4,5,4,satisfied
Female,63,Loyal ,Personal ,Eco,5,2,4,3,4,satisfied
Female,65,Loyal ,Personal ,Eco,4,2,5,4,4,neutral or dissatisfied
Female,46,Loyal ,Personal ,Eco,4,5,1,3,4,neutral or dissatisfied
Male,44,Loyal ,Business ,Business,1,1,5,3,4,satisfied
Male,18,Disloyal ,Business ,Eco,0,2,0,4,5,satisfied
Female,50,Loyal ,Business ,Business,3,3,2,3,1,neutral or dissatisfied
Male,41,Loyal ,Business ,Business,3,3,5,4,5,satisfied
Female,42,Loyal ,Business ,Eco,3,3,3,2,4,satisfied
Male,21,Loyal ,Personal ,Business,0,2,0,4,2,neutral or dissatisfied
Female,22,Disloyal ,Business ,Eco,1,1,1,3,1,neutral or dissatisfied
Female,44,Loyal ,Business ,Business,4,4,5,3,5,satisfied
Female,66,Loyal ,Business ,Business,2,2,2,3,4,satisfied
Female,66,Loyal ,Personal ,Eco,3,4,4,5,2,neutral or dissatisfied
Female,24,Loyal ,Business ,Business,4,4,3,1,3,neutral or dissatisfied
Male,55,Loyal ,Business ,Business,3,3,4,5,3,satisfied
Female,22,Disloyal ,Business ,Eco,5,3,5,3,3,satisfied
Male,19,Disloyal ,Business ,Eco,2,4,2,2,4,neutral or dissatisfied
Male,43,Loyal ,Business ,Business,1,1,3,1,4,satisfied
Female,50,Loyal ,Business ,Eco,5,5,1,3,3,satisfied
Female,56,Loyal ,Personal ,Eco,2,3,3,1,2,neutral or dissatisfied
Male,56,Loyal ,Personal ,Eco,3,3,3,3,4,neutral or dissatisfied
Female,69,Loyal ,Personal ,Eco,1,4,4,1,1,neutral or dissatisfied
Female,32,Disloyal ,Business ,Business,1,1,1,4,5,neutral or dissatisfied
Male,11,Loyal ,Personal ,Eco,1,1,1,5,4,neutral or dissatisfied
Female,43,Disloyal ,Business ,Business,2,4,2,5,4,neutral or dissatisfied
Male,66,Loyal ,Personal ,Eco,2,3,2,5,5,neutral or dissatisfied
Female,21,Disloyal ,Business ,Eco,3,4,3,2,3,neutral or dissatisfied
Male,25,Loyal ,Business ,Eco,3,3,1,1,4,neutral or dissatisfied
Female,49,Loyal ,Personal ,Business,2,1,4,4,5,neutral or dissatisfied
Female,53,Loyal ,Business ,Business,0,4,4,5,2,satisfied
Female,41,Loyal ,Business ,Business,5,5,4,3,5,satisfied
Female,40,Loyal ,Business ,Business,5,5,5,3,4,satisfied
Male,10,Loyal ,Personal ,Eco,4,1,4,4,2,satisfied
Male,49,Loyal ,Personal ,Eco Plus,2,1,2,4,5,neutral or dissatisfied
Male,54,Loyal ,Personal ,Eco,2,3,2,2,3,neutral or dissatisfied
Male,66,Loyal ,Business ,Eco,3,1,1,1,3,neutral or dissatisfied
Female,39,Disloyal ,Business ,Business,3,3,3,2,3,neutral or dissatisfied
Female,52,Loyal ,Business ,Eco,1,1,4,3,1,neutral or dissatisfied
Female,25,Loyal ,Business ,Business,5,5,4,4,4,neutral or dissatisfied
Female,51,Loyal ,Personal ,Business,0,3,4,3,1,neutral or dissatisfied
Female,36,Loyal ,Business ,Eco,4,4,3,2,3,neutral or dissatisfied
Male,56,Loyal ,Business ,Business,3,3,4,4,4,satisfied
Female,24,Loyal ,Business ,Business,5,5,2,1,3,neutral or dissatisfied
Female,32,Loyal ,Business ,Business,4,4,4,4,2,satisfied
Female,45,Loyal ,Business ,Eco,3,3,4,3,3,neutral or dissatisfied
Male,28,Loyal ,Business ,Business,1,1,4,4,4,satisfied
Male,36,Disloyal ,Business ,Eco,2,2,3,4,1,neutral or dissatisfied
Female,40,Disloyal ,Business ,Business,4,3,4,1,1,neutral or dissatisfied
Male,40,Loyal ,Personal ,Eco,2,4,2,2,4,neutral or dissatisfied
Female,39,Loyal ,Business ,Business,3,1,5,5,4,satisfied
Female,32,Loyal ,Business ,Business,1,1,5,5,1,satisfied
Female,19,Loyal ,Business ,Business,3,5,4,2,3,satisfied
Male,41,Loyal ,Business ,Eco,4,4,1,3,3,neutral or dissatisfied
Male,12,Loyal ,Personal ,Eco,0,1,0,5,4,satisfied
Female,43,Loyal ,Personal ,Eco,5,3,3,1,2,neutral or dissatisfied
Female,32,Loyal ,Business ,Business,4,4,2,4,3,neutral or dissatisfied
Female,27,Disloyal ,Business ,Business,2,3,2,4,5,neutral or dissatisfied
Female,42,Loyal ,Business ,Eco Plus,3,3,4,2,3,neutral or dissatisfied
Male,44,Loyal ,Personal ,Eco,4,2,4,3,4,neutral or dissatisfied
Male,58,Loyal ,Personal ,Eco,2,3,2,5,2,neutral or dissatisfied
Male,41,Loyal ,Personal ,Eco Plus,4,2,4,4,1,neutral or dissatisfied
Male,39,Loyal ,Business ,Business,3,3,4,4,2,neutral or dissatisfied
Male,52,Loyal ,Business ,Business,2,2,4,5,5,satisfied
Male,8,Loyal ,Personal ,Eco,3,5,3,4,4,neutral or dissatisfied
Male,59,Loyal ,Personal ,Eco,4,3,4,4,3,neutral or dissatisfied
Female,42,Loyal ,Business ,Business,5,5,5,1,3,satisfied
Male,22,Loyal ,Business ,Business,5,5,3,3,3,neutral or dissatisfied
Male,53,Loyal ,Personal ,Eco,4,4,4,4,4,neutral or dissatisfied
Female,53,Loyal ,Personal ,Eco,1,1,5,5,1,neutral or dissatisfied
Male,55,Loyal ,Business ,Business,5,5,5,3,2,satisfied
Male,26,Disloyal ,Business ,Eco,1,2,1,1,3,neutral or dissatisfied
Male,43,Loyal ,Personal ,Eco,3,3,3,4,5,neutral or dissatisfied
Female,58,Loyal ,Business ,Business,2,2,4,5,4,satisfied
Male,51,Loyal ,Business ,Eco Plus,1,1,4,5,2,satisfied
Male,57,Loyal ,Business ,Eco,4,3,2,2,1,satisfied
Female,17,Loyal ,Business ,Business,1,1,2,2,4,neutral or dissatisfied
Male,46,Loyal ,Personal ,Eco,2,4,2,4,1,neutral or dissatisfied
Female,52,Loyal ,Business ,Business,4,4,2,2,4,satisfied
Female,55,Loyal ,Personal ,Eco,2,1,2,2,5,neutral or dissatisfied
Male,45,Loyal ,Business ,Business,4,4,4,3,5,satisfied
Female,55,Loyal ,Business ,Business,1,1,5,5,4,satisfied
Male,27,Disloyal ,Business ,Business,4,5,4,5,4,satisfied
Female,35,Loyal ,Personal ,Eco,4,3,4,5,5,satisfied
Male,42,Loyal ,Business ,Eco,4,4,5,2,3,satisfied
Male,47,Loyal ,Business ,Eco,2,2,2,4,2,neutral or dissatisfied
Female,44,Loyal ,Personal ,Eco,2,5,5,5,4,neutral or dissatisfied
Male,19,Loyal ,Personal ,Eco,3,2,3,1,5,neutral or dissatisfied
Male,23,Disloyal ,Business ,Eco,3,3,3,4,4,neutral or dissatisfied
Male,25,Disloyal ,Business ,Business,1,5,1,4,4,neutral or dissatisfied
Female,33,Loyal ,Personal ,Eco,3,3,3,4,5,neutral or dissatisfied
Female,18,Loyal ,Personal ,Eco,4,4,4,4,3,neutral or dissatisfied
Male,46,Loyal ,Business ,Business,4,4,4,5,5,satisfied
Female,18,Disloyal ,Business ,Eco,3,4,3,2,4,neutral or dissatisfied
