Passenger_ID,Gender,Customer_Type,Age,Travel_Type,Travel_Class,Flight_Distance,Inflight_WiFi,Dep_Arr_Time_Convenient,Online_Booking,Gate_Location,Food_Drink,Online_Boarding,Seat_Comfort,Inflight_Entertainment,Onboard_Service,Leg_Room,Baggage_Handling,CheckIn_Service,Inflight_Service,Cleanliness,Departure_Delay_Minutes,Arrival_Delay_Minutes,Overall_Satisfaction,Departure_Delay,Arrival_Delay,Avg_Sat_Score,Customer_Sat
50236,Male,Loyal ,17,Business ,Business,109,3,3,3,3,5,5,5,5,2,2,5,2,2,5,0,0,satisfied,No,No,3.57,Neutral
85147,Male,Disloyal ,28,Business ,Business,689,4,4,4,3,3,4,3,3,5,2,5,4,5,3,22,5,neutral or dissatisfied,Yes,Yes,3.71,Neutral
42785,Male,Loyal ,50,Business ,Eco,1118,3,1,1,1,3,3,3,3,1,3,2,3,3,3,0,25,neutral or dissatisfied,No,Yes,2.36,Neutral
86420,Female,Disloyal ,26,Business ,Eco,760,3,3,3,4,1,3,1,1,3,3,4,3,3,1,0,0,neutral or dissatisfied,No,No,2.57,Neutral
129026,Female,Loyal ,25,Personal ,Eco,2704,2,2,2,3,2,3,5,2,4,4,3,5,1,5,152,191,neutral or dissatisfied,Yes,Yes,3.07,Neutral
35202,Female,Loyal ,40,Business ,Eco,1011,4,3,5,3,4,4,4,4,4,4,1,3,5,4,0,0,satisfied,No,No,3.71,Neutral
95081,Male,Loyal ,61,Personal ,Eco,248,5,4,5,5,3,5,2,3,3,2,5,4,5,3,0,0,satisfied,No,No,3.86,Neutral
14666,Male,Disloyal ,23,Business ,Eco,430,4,3,4,2,3,4,3,3,5,4,3,1,3,3,0,0,satisfied,No,No,3.21,Neutral
52725,Female,Loyal ,48,Business ,Eco,406,3,4,4,4,5,4,4,4,4,3,4,3,4,3,15,0,neutral or dissatisfied,Yes,No,3.79,Neutral
90823,Female,Loyal ,56,Business ,Business,240,3,5,3,3,2,5,4,4,4,4,4,4,4,4,0,7,satisfied,No,Yes,3.79,Neutral
45768,Male,Loyal ,31,Business ,Business,391,5,5,4,5,4,4,4,4,4,3,3,2,4,4,0,0,satisfied,No,No,3.93,Neutral
117481,Female,Loyal ,40,Business ,Business,2218,3,3,3,3,5,4,5,3,3,4,3,3,3,3,0,0,satisfied,No,No,3.43,Neutral
117874,Female,Loyal ,35,Business ,Business,2987,2,2,2,2,2,4,4,5,5,5,5,4,5,3,6,0,satisfied,Yes,No,3.57,Neutral
99016,Male,Loyal ,29,Personal ,Eco Plus,479,3,5,3,3,1,3,1,1,4,4,4,5,4,1,0,3,neutral or dissatisfied,No,Yes,3.00,Neutral
67960,Male,Loyal ,41,Business ,Business,1464,5,5,5,5,2,5,4,4,4,4,4,5,4,4,4,0,satisfied,Yes,No,4.29,Satisfied
67539,Female,Loyal ,42,Business ,Business,1205,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,0,satisfied,No,No,4.00,Satisfied
78138,Female,Loyal ,28,Business ,Business,1768,0,0,0,2,4,4,4,4,4,2,5,3,4,4,6,17,satisfied,Yes,Yes,2.86,Neutral
99816,Male,Loyal ,55,Business ,Business,2077,3,3,5,3,2,5,5,4,4,4,4,4,4,5,5,8,satisfied,Yes,Yes,3.93,Neutral
44799,Male,Disloyal ,47,Business ,Business,802,3,3,3,3,2,3,2,2,2,2,3,3,4,2,0,1,neutral or dissatisfied,No,Yes,2.64,Neutral
14748,Male,Disloyal ,39,Business ,Eco,463,1,2,1,3,5,1,5,5,2,4,3,1,4,5,51,111,neutral or dissatisfied,Yes,Yes,3.00,Neutral
103298,Female,Loyal ,63,Personal ,Business,1371,3,4,2,1,5,3,4,1,1,2,1,4,1,3,24,21,neutral or dissatisfied,Yes,Yes,2.50,Neutral
1358,Female,Loyal ,63,Business ,Business,113,5,2,5,5,5,5,5,5,5,5,5,3,5,3,0,0,satisfied,No,No,4.50,Satisfied
26126,Female,Loyal ,30,Business ,Eco,404,5,2,2,2,5,5,5,5,2,5,3,4,5,5,0,0,satisfied,No,No,3.93,Neutral
20984,Male,Loyal ,43,Personal ,Eco,803,2,5,2,1,2,2,2,2,5,2,3,1,5,2,0,0,neutral or dissatisfied,No,No,2.57,Neutral
50250,Female,Loyal ,43,Business ,Eco,153,3,3,3,3,5,4,4,3,3,3,3,1,3,3,0,0,neutral or dissatisfied,No,No,3.14,Neutral
56912,Male,Disloyal ,41,Business ,Business,1209,4,4,4,4,4,4,4,5,4,3,4,4,4,4,158,177,satisfied,Yes,Yes,4.00,Satisfied
6526,Male,Loyal ,28,Personal ,Eco,646,4,3,4,3,2,4,2,2,4,2,3,4,3,2,4,0,neutral or dissatisfied,Yes,No,3.00,Neutral
16840,Female,Loyal ,66,Personal ,Eco,645,3,1,3,3,2,4,4,3,3,3,4,3,3,4,0,1,neutral or dissatisfied,No,Yes,3.07,Neutral
81008,Female,Loyal ,58,Business ,Business,3747,2,2,2,2,5,5,5,5,5,5,5,5,5,5,0,31,satisfied,No,Yes,4.14,Satisfied
79793,Female,Loyal ,50,Business ,Business,2274,4,4,4,4,5,4,4,4,4,4,4,3,4,4,0,17,satisfied,No,Yes,4.00,Satisfied
64848,Male,Loyal ,27,Business ,Eco,282,2,1,1,1,2,2,2,2,4,2,2,4,3,2,112,108,neutral or dissatisfied,Yes,Yes,2.14,Neutral
73899,Female,Disloyal ,25,Business ,Business,2218,1,0,1,3,4,1,4,4,5,4,4,4,4,4,2,6,neutral or dissatisfied,Yes,Yes,3.07,Neutral
105730,Female,Loyal ,25,Business ,Business,1892,2,2,2,2,2,2,2,2,4,5,4,1,3,2,0,0,neutral or dissatisfied,No,No,2.50,Neutral
54183,Female,Loyal ,49,Business ,Business,1000,2,3,3,3,1,4,4,2,2,2,2,1,2,4,0,0,neutral or dissatisfied,No,No,2.50,Neutral
120911,Female,Disloyal ,42,Business ,Business,861,3,3,3,1,5,3,5,5,4,2,4,4,4,5,32,23,satisfied,Yes,Yes,3.64,Neutral
120439,Female,Loyal ,37,Business ,Eco,366,3,5,5,5,3,3,3,3,4,2,3,5,1,3,0,0,satisfied,No,No,3.43,Neutral
116771,Male,Loyal ,18,Personal ,Eco Plus,390,4,5,4,3,2,4,2,2,2,4,4,4,5,2,0,0,neutral or dissatisfied,No,No,3.36,Neutral
29965,Female,Loyal ,37,Business ,Business,261,4,4,4,4,4,3,1,5,5,5,5,5,5,2,0,0,satisfied,No,No,4.00,Satisfied
35513,Female,Loyal ,43,Personal ,Eco,1076,1,5,1,3,4,5,5,2,2,1,2,4,2,4,0,0,neutral or dissatisfied,No,No,2.93,Neutral
66661,Male,Loyal ,45,Business ,Business,978,1,1,1,1,3,5,4,4,4,4,4,3,4,5,0,0,satisfied,No,No,3.14,Neutral
40517,Female,Loyal ,58,Business ,Eco Plus,175,3,3,3,3,5,3,3,2,2,3,2,3,2,1,0,0,neutral or dissatisfied,No,No,2.71,Neutral
103700,Male,Loyal ,42,Personal ,Eco,405,0,5,0,4,4,0,4,4,4,4,5,5,4,4,0,0,satisfied,No,No,3.36,Neutral
86736,Male,Loyal ,18,Personal ,Eco Plus,1747,2,3,2,4,1,2,1,1,3,2,3,1,3,1,28,44,neutral or dissatisfied,Yes,Yes,2.07,Neutral
75746,Male,Loyal ,39,Business ,Business,1915,1,1,1,1,3,4,5,4,4,4,4,3,4,5,0,0,satisfied,No,No,3.14,Neutral
87669,Male,Disloyal ,21,Business ,Eco,591,1,4,1,3,2,1,2,2,1,5,3,2,3,2,0,27,neutral or dissatisfied,No,Yes,2.29,Neutral
106070,Male,Loyal ,58,Personal ,Business,302,3,3,3,2,4,5,5,1,1,3,1,3,1,1,11,11,neutral or dissatisfied,Yes,Yes,2.57,Neutral
37944,Male,Loyal ,15,Business ,Eco Plus,1068,4,5,4,5,4,4,4,4,1,4,5,1,2,4,2,0,satisfied,Yes,No,3.64,Neutral
56226,Male,Loyal ,54,Personal ,Eco,1585,2,5,2,1,5,2,5,5,5,5,4,3,5,5,19,14,neutral or dissatisfied,Yes,Yes,3.86,Neutral
106481,Female,Loyal ,43,Personal ,Eco,1624,3,3,3,3,3,1,3,3,3,3,3,4,3,3,45,55,neutral or dissatisfied,Yes,Yes,2.93,Neutral
55145,Male,Loyal ,66,Personal ,Eco,1379,4,3,4,3,4,4,4,4,1,3,2,4,3,4,15,5,satisfied,Yes,Yes,3.36,Neutral
125090,Female,Disloyal ,34,Business ,Eco,361,3,4,4,4,1,4,1,1,4,1,4,2,3,1,22,12,neutral or dissatisfied,Yes,Yes,2.64,Neutral
102976,Female,Loyal ,54,Business ,Business,490,5,5,5,5,2,5,5,5,5,4,5,5,5,3,0,0,satisfied,No,No,4.57,Satisfied
1149,Female,Loyal ,63,Personal ,Eco,282,1,5,1,4,3,4,4,4,4,1,4,3,4,4,35,28,neutral or dissatisfied,Yes,Yes,3.29,Neutral
76082,Male,Loyal ,43,Business ,Eco,269,4,4,4,4,4,4,4,4,2,3,1,4,1,4,0,0,satisfied,No,No,3.36,Neutral
47961,Male,Loyal ,45,Personal ,Eco,550,3,0,3,2,3,3,3,3,4,5,4,3,5,3,0,0,neutral or dissatisfied,No,No,3.14,Neutral
25651,Female,Loyal ,27,Personal ,Eco,526,4,5,4,4,5,4,5,5,5,4,4,4,5,5,0,0,satisfied,No,No,4.50,Satisfied
52101,Female,Loyal ,64,Personal ,Eco,438,3,4,3,4,3,4,5,3,3,3,3,5,3,4,0,0,neutral or dissatisfied,No,No,3.57,Neutral
35629,Female,Loyal ,67,Personal ,Eco Plus,1035,2,5,2,1,4,5,4,1,1,2,1,3,1,3,0,0,neutral or dissatisfied,No,No,2.50,Neutral
14826,Female,Loyal ,44,Business ,Eco,314,4,3,3,3,3,3,2,3,3,4,3,1,3,4,0,0,satisfied,No,No,3.00,Neutral
72117,Female,Loyal ,51,Business ,Business,3756,2,5,2,2,3,4,5,2,2,3,2,3,2,3,0,0,satisfied,No,No,2.86,Neutral
76460,Female,Loyal ,25,Personal ,Business,547,2,4,2,3,4,2,4,4,5,5,4,5,4,4,0,0,neutral or dissatisfied,No,No,3.71,Neutral
5548,Male,Loyal ,48,Personal ,Eco,431,2,4,2,1,5,2,2,5,5,3,4,3,4,5,0,0,neutral or dissatisfied,No,No,3.36,Neutral
23305,Male,Disloyal ,34,Business ,Business,359,2,2,2,1,1,2,1,1,3,3,2,5,2,1,9,4,neutral or dissatisfied,Yes,Yes,2.00,Neutral
12584,Female,Loyal ,49,Business ,Eco,542,5,5,5,5,1,2,2,5,5,5,5,5,5,3,0,0,satisfied,No,No,4.14,Satisfied
32242,Male,Loyal ,28,Business ,Eco,102,4,4,4,4,4,4,4,4,3,5,1,4,5,4,0,0,satisfied,No,No,3.86,Neutral
20491,Female,Disloyal ,38,Business ,Eco,139,2,2,2,3,3,2,3,3,4,2,4,2,3,3,6,11,neutral or dissatisfied,Yes,Yes,2.71,Neutral
66048,Male,Loyal ,44,Business ,Business,2234,3,1,2,1,1,4,3,3,3,3,3,1,3,2,0,0,neutral or dissatisfied,No,No,2.36,Neutral
104917,Male,Loyal ,56,Business ,Business,1800,4,3,4,4,3,5,4,5,5,5,5,5,5,5,17,15,satisfied,Yes,Yes,4.43,Satisfied
52803,Female,Loyal ,40,Personal ,Eco Plus,1874,4,5,4,4,2,4,2,2,4,1,1,1,2,2,3,4,satisfied,Yes,Yes,2.71,Neutral
98652,Female,Disloyal ,59,Business ,Eco,520,2,2,2,3,1,2,1,1,3,1,3,4,3,1,38,105,neutral or dissatisfied,Yes,Yes,2.07,Neutral
109177,Male,Loyal ,40,Business ,Eco,612,1,3,3,3,1,2,1,1,1,5,3,3,4,1,0,0,neutral or dissatisfied,No,No,2.29,Neutral
37879,Female,Disloyal ,25,Business ,Eco,1023,2,2,2,3,1,2,1,1,1,4,3,2,4,1,0,0,neutral or dissatisfied,No,No,2.07,Neutral
99040,Female,Loyal ,59,Business ,Business,181,4,4,4,4,5,4,4,4,4,4,4,3,4,5,0,0,satisfied,No,No,4.07,Satisfied
113391,Female,Loyal ,41,Business ,Business,2736,2,2,2,2,5,5,4,5,5,5,5,3,5,3,0,2,satisfied,No,Yes,3.79,Neutral
23676,Male,Disloyal ,22,Business ,Eco,73,4,0,4,2,2,4,1,2,1,3,1,1,5,2,0,0,satisfied,No,No,2.29,Neutral
21819,Female,Loyal ,39,Business ,Eco Plus,241,4,2,2,2,4,4,4,4,2,3,5,1,5,4,0,0,satisfied,No,No,3.29,Neutral
68763,Female,Disloyal ,28,Business ,Business,926,5,5,5,4,3,5,3,3,3,5,5,4,4,3,0,0,satisfied,No,No,4.07,Satisfied
118074,Female,Loyal ,51,Business ,Business,1276,5,5,5,5,3,5,4,4,4,5,4,5,4,4,46,37,satisfied,Yes,Yes,4.43,Satisfied
123763,Male,Disloyal ,23,Business ,Eco,544,5,0,5,4,1,5,1,1,5,5,4,4,4,1,27,44,satisfied,Yes,Yes,3.21,Neutral
127256,Female,Loyal ,52,Business ,Business,3701,5,5,3,5,2,4,5,4,4,4,4,4,4,5,15,4,satisfied,Yes,Yes,4.14,Satisfied
114633,Female,Disloyal ,34,Business ,Business,371,3,3,3,5,5,3,5,5,5,4,5,4,4,5,0,0,neutral or dissatisfied,No,No,4.21,Satisfied
108221,Female,Loyal ,46,Personal ,Eco,777,3,4,3,3,4,4,5,5,5,3,5,5,5,5,2,8,neutral or dissatisfied,Yes,Yes,4.21,Satisfied
43321,Male,Loyal ,42,Business ,Business,3508,3,3,3,3,5,2,2,4,4,4,4,4,4,2,0,0,satisfied,No,No,3.36,Neutral
123233,Female,Loyal ,43,Personal ,Eco,600,2,2,2,1,2,2,2,5,5,2,5,3,5,2,0,0,neutral or dissatisfied,No,No,2.86,Neutral
97454,Male,Loyal ,54,Business ,Business,670,3,3,3,3,4,4,5,4,4,4,4,4,4,4,0,7,satisfied,No,Yes,3.79,Neutral
51259,Male,Loyal ,63,Business ,Eco Plus,110,4,4,4,4,4,4,4,4,3,1,4,5,3,4,0,0,satisfied,No,No,3.71,Neutral
13651,Female,Disloyal ,25,Business ,Eco,196,0,0,0,4,2,0,2,2,4,4,2,3,5,2,0,0,satisfied,No,No,2.14,Neutral
80538,Female,Loyal ,27,Business ,Business,1747,5,5,5,5,5,5,5,5,3,2,3,4,5,5,0,0,satisfied,No,No,4.43,Satisfied
54498,Male,Loyal ,47,Business ,Business,3645,3,2,3,3,3,1,2,4,4,4,4,3,4,1,11,3,satisfied,Yes,Yes,2.93,Neutral
112647,Female,Loyal ,20,Business ,Business,1756,4,3,1,3,4,3,4,4,4,4,3,3,4,4,0,2,neutral or dissatisfied,No,Yes,3.43,Neutral
24227,Female,Loyal ,54,Business ,Business,147,2,2,3,2,3,4,5,5,5,5,3,1,5,4,0,0,satisfied,No,No,3.50,Neutral
76546,Female,Loyal ,52,Business ,Business,481,1,1,1,1,4,4,4,5,5,5,5,3,5,3,3,0,satisfied,Yes,No,3.36,Neutral
82067,Male,Disloyal ,36,Business ,Business,1276,3,3,3,4,1,3,1,1,4,2,4,5,5,1,0,0,neutral or dissatisfied,No,No,2.86,Neutral
30246,Female,Loyal ,36,Business ,Eco Plus,896,4,3,3,3,4,4,4,4,1,5,2,5,3,4,7,4,satisfied,Yes,Yes,3.50,Neutral
84260,Male,Loyal ,37,Business ,Business,334,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0,satisfied,No,No,3.43,Neutral
7302,Male,Loyal ,63,Business ,Business,135,2,2,2,2,3,5,5,4,4,4,4,5,4,3,0,1,satisfied,No,Yes,3.50,Neutral
10973,Male,Disloyal ,27,Business ,Business,224,3,3,3,1,5,3,5,5,2,4,1,2,1,5,5,5,neutral or dissatisfied,Yes,Yes,3.07,Neutral
64405,Female,Loyal ,48,Business ,Business,3713,1,1,1,1,5,4,4,4,4,4,4,5,4,5,0,0,satisfied,No,No,3.36,Neutral
99850,Female,Loyal ,62,Personal ,Eco,468,2,4,2,5,3,4,5,1,1,2,1,3,1,3,2,18,neutral or dissatisfied,Yes,Yes,2.64,Neutral
22971,Male,Disloyal ,27,Business ,Eco,817,3,3,3,3,4,3,4,4,1,2,5,4,5,4,0,0,neutral or dissatisfied,No,No,3.43,Neutral
106501,Male,Loyal ,59,Personal ,Eco,495,4,4,4,2,3,4,3,3,4,4,5,4,4,3,12,12,neutral or dissatisfied,Yes,Yes,3.64,Neutral
115085,Male,Disloyal ,16,Business ,Eco,362,2,4,2,4,3,2,2,3,4,5,4,3,3,3,16,11,neutral or dissatisfied,Yes,Yes,3.14,Neutral
80446,Male,Loyal ,57,Business ,Business,2248,3,3,3,3,4,5,5,5,5,5,5,3,5,5,0,0,satisfied,No,No,4.21,Satisfied
47170,Female,Loyal ,49,Business ,Eco,954,2,3,3,3,1,4,4,2,2,2,2,3,2,1,40,63,neutral or dissatisfied,Yes,Yes,2.43,Neutral
103857,Female,Loyal ,8,Personal ,Eco,882,2,3,2,3,4,2,4,4,4,1,3,4,4,4,72,81,neutral or dissatisfied,Yes,Yes,3.14,Neutral
77068,Female,Loyal ,44,Business ,Business,3215,3,4,4,4,1,4,3,3,3,3,3,1,3,4,0,0,neutral or dissatisfied,No,No,3.07,Neutral
8424,Female,Loyal ,54,Business ,Business,862,3,3,3,3,5,4,4,4,4,4,4,5,4,5,0,0,satisfied,No,No,3.93,Neutral
121348,Male,Loyal ,68,Personal ,Eco,430,4,5,2,5,1,2,1,1,3,2,5,4,5,1,9,20,satisfied,Yes,Yes,2.93,Neutral
111761,Male,Loyal ,56,Business ,Eco,1036,2,4,4,4,2,2,2,2,4,3,4,4,3,2,38,26,neutral or dissatisfied,Yes,Yes,3.00,Neutral
64112,Female,Disloyal ,37,Business ,Business,2288,3,3,3,3,1,3,1,1,3,3,3,3,4,1,10,0,satisfied,Yes,No,2.50,Neutral
41212,Female,Disloyal ,27,Business ,Eco,1091,2,2,2,2,2,2,2,2,4,4,4,2,1,2,0,0,neutral or dissatisfied,No,No,2.36,Neutral
17563,Male,Loyal ,27,Business ,Business,1034,5,5,5,5,2,2,2,2,5,4,1,3,3,2,0,0,satisfied,No,No,3.29,Neutral
110067,Male,Loyal ,54,Business ,Business,634,4,4,4,4,4,4,5,4,4,4,4,5,4,4,0,0,satisfied,No,No,4.14,Satisfied
22019,Female,Loyal ,26,Business ,Eco Plus,503,5,2,2,2,5,5,4,5,5,3,3,3,2,5,0,0,satisfied,No,No,3.64,Neutral
101832,Female,Loyal ,21,Personal ,Eco,1521,1,4,1,3,1,1,1,1,1,3,3,2,4,1,0,0,neutral or dissatisfied,No,No,1.93,Dissatisfied
11979,Female,Loyal ,43,Business ,Business,643,2,2,2,2,4,3,3,5,5,5,5,5,5,1,62,56,satisfied,Yes,Yes,3.50,Neutral
10429,Female,Loyal ,48,Business ,Business,312,5,5,5,5,3,5,4,5,5,5,5,3,5,4,0,2,satisfied,No,Yes,4.57,Satisfied
48845,Female,Loyal ,63,Personal ,Business,308,1,4,1,4,4,5,4,1,1,1,5,3,1,3,0,0,neutral or dissatisfied,No,No,2.71,Neutral
27110,Female,Loyal ,17,Business ,Business,2677,1,1,1,1,4,4,4,3,3,4,4,4,4,4,4,8,satisfied,Yes,Yes,3.00,Neutral
112825,Female,Disloyal ,27,Business ,Business,1390,4,4,4,1,2,4,2,2,3,5,4,3,4,2,8,0,satisfied,Yes,No,3.14,Neutral
59772,Female,Disloyal ,20,Business ,Eco,895,2,2,2,4,4,2,4,4,3,1,4,4,3,4,26,10,neutral or dissatisfied,Yes,Yes,3.07,Neutral
112838,Male,Disloyal ,26,Business ,Business,1476,1,1,1,5,1,1,1,1,5,3,4,5,4,1,4,0,neutral or dissatisfied,Yes,No,2.43,Neutral
35626,Female,Loyal ,47,Personal ,Eco Plus,1041,3,5,3,3,5,4,4,3,3,3,3,3,3,4,0,8,neutral or dissatisfied,No,Yes,3.50,Neutral
26512,Male,Loyal ,20,Personal ,Eco Plus,829,0,4,0,4,3,4,3,3,4,4,5,3,5,3,26,32,satisfied,Yes,Yes,3.21,Neutral
68140,Male,Loyal ,77,Business ,Eco Plus,413,1,4,4,4,1,1,1,1,4,1,3,1,3,1,5,3,neutral or dissatisfied,Yes,Yes,2.14,Neutral
128784,Female,Loyal ,44,Personal ,Eco,2248,2,3,3,4,3,1,1,1,4,3,1,1,3,1,161,165,neutral or dissatisfied,Yes,Yes,2.21,Neutral
19341,Female,Loyal ,59,Personal ,Eco,694,1,4,0,2,4,5,5,2,2,0,2,4,2,3,4,0,neutral or dissatisfied,Yes,No,2.57,Neutral
47415,Female,Loyal ,25,Business ,Business,532,1,1,3,1,4,4,4,4,2,5,3,5,1,4,0,0,satisfied,No,No,3.00,Neutral
107430,Female,Loyal ,29,Personal ,Eco,725,3,3,3,3,1,3,1,1,4,1,4,2,3,1,0,0,neutral or dissatisfied,No,No,2.36,Neutral
95605,Male,Loyal ,22,Business ,Business,3462,4,4,4,4,4,4,4,4,5,5,5,3,4,4,0,0,satisfied,No,No,4.14,Satisfied
95391,Female,Loyal ,18,Personal ,Eco,187,3,5,3,3,2,3,5,2,4,4,4,4,4,2,89,75,neutral or dissatisfied,Yes,Yes,3.43,Neutral
10034,Male,Loyal ,44,Business ,Eco,630,2,4,4,4,2,2,2,1,3,3,3,2,2,2,182,187,neutral or dissatisfied,Yes,Yes,2.57,Neutral
8962,Female,Disloyal ,17,Business ,Eco,812,5,4,4,3,3,4,3,3,5,2,2,4,5,3,0,0,satisfied,No,No,3.57,Neutral
73627,Male,Loyal ,28,Business ,Business,2763,1,5,5,5,3,3,1,3,1,2,4,4,4,3,0,0,neutral or dissatisfied,No,No,3.14,Neutral
75586,Female,Loyal ,44,Business ,Business,337,2,3,3,3,5,4,3,2,2,2,2,3,2,2,0,0,neutral or dissatisfied,No,No,2.71,Neutral
74649,Male,Loyal ,68,Personal ,Eco,1464,3,5,3,1,1,3,1,1,4,3,3,4,4,1,0,3,neutral or dissatisfied,No,Yes,2.64,Neutral
34654,Male,Loyal ,52,Personal ,Eco Plus,427,3,5,3,4,2,3,2,2,3,5,5,3,4,2,0,0,neutral or dissatisfied,No,No,3.29,Neutral
68323,Male,Disloyal ,43,Business ,Eco,881,2,2,2,4,5,2,5,5,1,1,4,4,3,5,0,0,neutral or dissatisfied,No,No,3.21,Neutral
68265,Male,Loyal ,45,Personal ,Eco,631,2,5,2,3,4,2,2,4,5,5,5,4,5,4,0,10,neutral or dissatisfied,No,Yes,3.71,Neutral
98118,Female,Loyal ,44,Business ,Business,2041,4,5,4,5,1,2,3,4,4,4,4,4,4,4,14,2,neutral or dissatisfied,Yes,Yes,3.71,Neutral
102358,Male,Loyal ,46,Business ,Business,223,0,4,0,3,4,4,4,1,1,1,1,3,1,4,4,0,satisfied,Yes,No,2.21,Neutral
95593,Male,Loyal ,47,Business ,Business,3175,4,4,4,4,2,4,5,3,3,3,3,3,3,4,5,0,satisfied,Yes,No,3.50,Neutral
95453,Male,Loyal ,42,Business ,Business,3789,5,5,5,5,2,4,5,5,5,4,5,4,5,3,13,15,satisfied,Yes,Yes,4.43,Satisfied
121501,Male,Loyal ,13,Personal ,Eco Plus,257,1,1,0,3,1,0,1,1,3,2,2,3,3,1,2,1,neutral or dissatisfied,Yes,Yes,1.57,Dissatisfied
63573,Male,Loyal ,40,Business ,Business,1737,2,2,2,2,3,4,5,4,4,5,4,5,4,5,0,0,satisfied,No,No,3.64,Neutral
100099,Male,Disloyal ,22,Business ,Eco,725,5,5,5,1,4,5,4,4,5,5,4,4,5,4,0,0,satisfied,No,No,4.29,Satisfied
121084,Male,Loyal ,47,Business ,Business,2013,1,1,1,1,2,5,4,4,4,4,4,4,4,4,14,8,satisfied,Yes,Yes,3.07,Neutral
36944,Female,Loyal ,23,Business ,Business,718,4,4,4,4,4,4,4,4,3,1,5,5,1,4,0,0,satisfied,No,No,3.64,Neutral
10487,Male,Loyal ,54,Business ,Business,2322,4,4,4,4,3,4,5,4,4,4,4,5,4,5,0,1,satisfied,No,Yes,4.14,Satisfied
114879,Female,Loyal ,43,Business ,Business,3930,1,1,1,1,4,4,4,5,5,5,5,5,5,5,0,0,satisfied,No,No,3.64,Neutral
83186,Female,Disloyal ,41,Business ,Business,149,3,3,3,4,3,3,3,3,1,5,4,1,1,3,14,2,neutral or dissatisfied,Yes,Yes,2.86,Neutral
96367,Female,Loyal ,52,Business ,Business,1246,2,1,2,2,5,4,5,5,5,5,5,3,5,4,68,51,satisfied,Yes,Yes,3.79,Neutral
47258,Male,Loyal ,44,Business ,Business,3762,3,2,2,2,3,4,3,3,3,3,3,3,3,2,0,0,neutral or dissatisfied,No,No,2.79,Neutral
41857,Female,Loyal ,51,Business ,Eco,300,4,1,1,1,2,2,5,4,4,4,4,2,4,1,0,0,satisfied,No,No,2.79,Neutral
117791,Female,Loyal ,40,Business ,Business,3275,5,5,5,5,2,5,5,4,4,4,4,5,4,4,1,0,satisfied,Yes,No,4.36,Satisfied
78935,Female,Loyal ,69,Business ,Eco,100,5,5,5,5,2,3,1,5,5,5,5,3,5,2,0,0,satisfied,No,No,4.00,Satisfied
43851,Male,Loyal ,37,Business ,Eco,76,2,5,5,5,2,2,2,2,5,3,3,2,3,2,0,0,satisfied,No,No,3.07,Neutral
31015,Male,Loyal ,12,Personal ,Eco,391,4,5,4,5,3,4,3,3,3,5,5,3,5,3,54,51,satisfied,Yes,Yes,3.93,Neutral
84894,Female,Loyal ,69,Personal ,Eco,516,3,1,3,3,5,3,4,2,2,3,5,4,2,1,0,0,neutral or dissatisfied,No,No,2.93,Neutral
88930,Male,Loyal ,45,Business ,Business,1199,2,2,2,2,2,5,5,5,5,5,5,4,5,4,43,34,satisfied,Yes,Yes,3.79,Neutral
129750,Male,Loyal ,38,Business ,Eco,337,4,3,3,3,4,5,4,4,4,5,4,5,3,4,92,82,satisfied,Yes,Yes,3.93,Neutral
48261,Female,Loyal ,53,Personal ,Eco,414,1,2,1,4,1,3,4,3,3,1,4,4,3,3,0,0,neutral or dissatisfied,No,No,2.64,Neutral
77241,Female,Loyal ,58,Business ,Business,1590,2,3,3,3,3,2,3,2,2,2,2,4,2,4,0,0,neutral or dissatisfied,No,No,2.64,Neutral
85459,Female,Loyal ,42,Business ,Business,1832,2,2,2,2,2,2,2,2,2,2,2,1,2,3,17,14,neutral or dissatisfied,Yes,Yes,2.00,Neutral
748,Male,Loyal ,54,Business ,Business,2385,1,1,1,1,3,4,4,4,4,4,4,5,4,5,0,0,satisfied,No,No,3.21,Neutral
13006,Female,Loyal ,52,Business ,Business,3021,2,4,4,4,1,4,4,2,2,2,2,3,2,2,1,13,neutral or dissatisfied,Yes,Yes,2.71,Neutral
89435,Female,Loyal ,35,Personal ,Eco,151,2,4,2,3,4,2,4,4,3,3,4,3,5,4,5,0,neutral or dissatisfied,Yes,No,3.36,Neutral
51942,Male,Loyal ,54,Business ,Eco,347,5,2,4,2,5,5,5,5,3,4,3,3,3,5,0,3,satisfied,No,Yes,3.86,Neutral
63959,Male,Loyal ,46,Personal ,Eco,1192,4,4,4,3,1,4,1,1,5,3,4,5,5,1,2,0,satisfied,Yes,No,3.21,Neutral
45667,Female,Loyal ,12,Personal ,Eco Plus,260,1,3,1,3,4,1,4,4,3,1,2,1,5,4,0,3,neutral or dissatisfied,No,Yes,2.64,Neutral
119899,Female,Loyal ,45,Business ,Business,936,2,2,2,2,4,5,4,4,4,4,4,5,4,4,0,0,satisfied,No,No,3.57,Neutral
49555,Male,Loyal ,46,Business ,Business,3932,4,4,4,4,1,2,1,3,3,3,3,5,3,4,10,7,satisfied,Yes,Yes,3.14,Neutral
91759,Male,Loyal ,59,Business ,Business,3582,4,4,4,4,3,4,4,5,5,5,5,3,5,3,0,0,satisfied,No,No,4.14,Satisfied
