Passenger_ID,Gender,Age,Online_Booking,Online_Boarding,CheckIn_Service,Dep_Arr_Time_Convenient,Gate_Location,Baggage_Handling,Onboard_Service,Seat_Comfort,Leg_Room,Cleanliness,Food_Drink,Inflight_Entertainment,Inflight_WiFi,Inflight_Service,Avg_Sat_Score,Customer_Sat
38756,Female,51,2,2,5,2,2,5,5,4,5,4,1,5,5,5,3.71,Neutral
9656,Male,25,3,3,2,4,4,3,1,1,4,3,3,3,2,4,2.86,Neutral
14239,Male,29,3,3,3,2,2,4,4,3,2,3,3,3,2,5,3.00,Neutral
87956,Male,51,5,5,3,5,5,4,4,4,4,5,5,4,5,4,4.43,Satisfied
92983,Female,58,3,4,5,3,3,4,4,5,4,4,5,4,3,4,3.93,Neutral
86194,Female,73,5,5,3,5,5,4,4,5,4,3,3,4,5,4,4.21,Satisfied
95056,Male,8,0,0,1,3,4,3,2,4,1,4,4,4,1,3,2.43,Neutral
100115,Female,44,2,2,4,2,2,4,5,2,5,2,2,2,2,5,2.93,Neutral
80947,Male,48,1,4,5,1,1,1,1,5,1,5,4,1,0,1,2.21,Neutral
121472,Female,11,3,3,4,2,4,3,1,4,1,4,4,4,3,4,3.14,Neutral
16501,Female,57,1,3,2,1,1,3,3,3,3,1,5,3,3,3,2.50,Neutral
2244,Female,33,3,3,5,3,5,4,4,2,2,2,2,2,3,5,3.21,Neutral
24456,Female,34,3,5,4,3,3,4,2,5,3,5,5,5,5,2,3.86,Neutral
19422,Female,33,4,4,3,1,1,2,4,4,2,4,4,4,4,2,3.07,Neutral
58361,Male,9,3,3,2,5,3,5,2,3,4,3,3,3,3,5,3.36,Neutral
63856,Male,45,3,4,5,2,2,5,5,4,5,4,3,5,2,5,3.86,Neutral
73382,Male,44,5,4,5,5,5,4,4,4,4,4,5,4,5,4,4.43,Satisfied
2794,Male,44,4,3,5,3,4,3,5,3,3,3,3,3,3,1,3.29,Neutral
39405,Female,47,2,4,3,1,3,4,4,3,2,4,4,4,1,4,3.07,Neutral
68867,Female,63,3,4,3,1,3,2,2,3,2,3,5,2,2,2,2.64,Neutral
108754,Female,29,1,5,5,1,1,4,3,5,3,5,5,5,1,4,3.43,Neutral
74231,Female,25,3,5,5,3,3,4,4,5,3,5,5,5,3,5,4.14,Satisfied
44313,Female,62,2,4,2,3,3,2,1,3,2,2,5,1,2,1,2.36,Neutral
62685,Male,28,3,3,4,3,3,4,3,3,4,3,3,3,3,4,3.29,Neutral
97306,Female,29,4,4,3,4,4,3,3,5,4,3,3,3,4,3,3.57,Neutral
42744,Male,36,3,3,5,4,3,5,5,4,5,4,4,4,3,5,4.07,Satisfied
38858,Male,38,4,5,4,4,4,3,5,3,1,3,3,3,3,1,3.29,Neutral
127144,Male,58,3,3,3,5,4,4,5,1,4,1,1,1,3,4,3.00,Neutral
89586,Male,26,2,2,3,2,2,4,5,2,5,2,2,2,2,5,2.86,Neutral
104976,Female,46,5,4,2,5,5,3,3,4,3,3,5,3,3,3,3.64,Neutral
10773,Female,39,5,4,3,5,5,2,2,3,2,3,5,2,2,2,3.21,Neutral
29851,Female,61,1,2,5,4,4,4,4,4,4,3,5,4,0,4,3.43,Neutral
12161,Female,30,2,2,4,2,1,5,5,3,5,3,3,3,3,5,3.29,Neutral
1356,Female,47,2,4,3,2,2,2,2,3,2,4,3,2,2,2,2.50,Neutral
25762,Female,65,1,5,4,5,2,1,1,5,1,4,3,1,1,1,2.50,Neutral
39197,Male,36,1,1,1,5,3,2,4,3,1,3,3,3,1,3,2.43,Neutral
114596,Female,38,1,4,3,1,1,5,5,4,5,4,3,5,1,5,3.36,Neutral
45634,Female,45,2,2,3,0,3,1,2,1,4,1,1,1,2,5,2.00,Neutral
88180,Female,45,1,5,5,1,1,4,4,5,4,4,4,4,1,4,3.36,Neutral
19165,Female,25,1,3,1,1,1,3,2,4,4,4,4,4,4,4,2.86,Neutral
62967,Female,22,5,4,5,5,5,5,3,4,4,4,4,4,5,4,4.36,Satisfied
106253,Male,41,0,4,5,4,2,1,5,5,4,3,3,5,0,5,3.29,Neutral
77493,Male,14,4,4,4,4,4,3,2,5,5,5,5,5,4,3,4.07,Satisfied
54972,Male,52,1,4,3,1,1,4,4,5,5,5,3,4,1,4,3.21,Neutral
83138,Male,33,4,4,4,5,2,4,5,3,2,3,3,3,4,5,3.64,Neutral
15504,Male,47,3,3,4,5,5,4,3,5,5,4,4,4,3,4,4.00,Satisfied
65125,Female,39,4,4,3,2,3,3,1,5,2,5,5,5,4,3,3.50,Neutral
71140,Male,29,1,3,2,1,1,4,2,3,5,3,3,3,3,4,2.71,Neutral
124437,Female,23,3,3,4,3,3,4,5,2,2,2,2,2,3,5,3.07,Neutral
101803,Female,26,4,3,2,4,4,3,4,3,5,3,3,3,3,4,3.43,Neutral
71276,Male,47,3,3,3,1,3,4,4,2,2,2,2,2,3,3,2.64,Neutral
120016,Male,7,3,3,4,2,4,3,4,4,1,4,4,4,3,3,3.29,Neutral
16551,Female,39,5,4,3,5,5,4,4,2,4,3,4,4,5,4,4.00,Satisfied
4959,Male,46,2,3,2,2,2,3,4,3,4,3,3,3,3,4,2.93,Neutral
93326,Male,56,4,5,5,2,2,5,5,4,5,3,3,5,2,5,3.93,Neutral
45057,Female,58,5,1,5,5,5,4,4,4,4,5,3,4,4,4,4.07,Satisfied
54186,Female,10,0,0,1,1,3,3,4,4,3,4,4,4,0,4,2.50,Neutral
123604,Female,59,2,3,2,3,4,2,2,4,2,1,2,2,2,2,2.36,Neutral
6020,Female,48,4,3,4,4,4,2,2,3,2,1,4,2,2,2,2.79,Neutral
7131,Male,50,2,5,3,2,2,5,3,5,4,5,3,3,2,3,3.36,Neutral
36456,Female,34,2,4,2,2,2,3,3,3,3,2,1,3,3,3,2.57,Neutral
62361,Female,65,2,5,5,4,1,1,1,5,2,4,5,1,2,1,2.79,Neutral
12328,Female,30,5,2,3,3,5,4,3,3,2,3,3,3,3,4,3.29,Neutral
64490,Female,25,3,3,3,5,2,5,5,5,4,5,5,5,3,4,4.07,Satisfied
607,Female,27,4,4,5,4,3,4,4,3,3,3,3,3,4,4,3.64,Neutral
125815,Female,62,2,2,3,2,1,5,4,1,2,1,1,1,2,5,2.29,Neutral
15334,Female,8,4,4,1,3,4,2,2,1,2,1,1,1,4,5,2.50,Neutral
14084,Male,42,2,2,3,1,3,3,1,1,2,1,1,1,2,4,1.93,Dissatisfied
74201,Female,22,4,1,2,5,5,3,3,3,2,1,1,1,1,4,2.57,Neutral
92110,Male,44,2,2,5,5,1,4,4,3,5,5,5,5,1,5,3.71,Neutral
47496,Female,18,4,4,3,4,5,4,1,5,3,5,5,5,4,4,4.00,Satisfied
105497,Male,58,2,2,2,5,1,4,2,2,5,2,2,4,2,5,2.86,Neutral
26943,Female,60,2,3,1,2,2,2,2,4,2,1,5,2,2,2,2.29,Neutral
54176,Female,80,2,1,3,2,2,5,5,1,5,1,1,5,2,5,2.86,Neutral
120507,Male,33,2,4,2,2,2,4,2,4,3,4,4,4,4,5,3.29,Neutral
117615,Male,50,2,4,3,2,2,1,1,4,1,1,1,1,1,1,1.79,Dissatisfied
41855,Female,24,3,3,2,4,4,3,1,3,1,5,5,5,3,3,3.21,Neutral
118416,Male,46,2,4,3,2,2,5,5,5,5,5,5,5,2,5,3.93,Neutral
117264,Female,49,2,4,3,4,1,4,4,5,2,5,2,4,2,4,3.29,Neutral
32293,Male,51,4,2,4,4,4,5,4,3,4,2,3,4,4,4,3.64,Neutral
37473,Male,44,4,4,1,4,4,5,5,5,5,3,5,5,4,5,4.21,Satisfied
25294,Male,23,4,4,5,3,5,5,4,1,3,1,1,1,4,3,3.14,Neutral
53982,Female,14,3,3,4,4,1,5,5,4,4,4,4,4,3,5,3.79,Neutral
81140,Female,42,1,3,1,3,1,4,4,2,4,3,1,4,4,4,2.79,Neutral
44082,Female,38,3,2,4,3,3,4,1,2,1,2,2,2,2,3,2.43,Neutral
83278,Female,16,2,5,3,5,3,3,3,3,1,3,2,5,2,2,3.00,Neutral
33037,Female,31,4,4,5,4,5,4,5,4,3,4,4,4,4,5,4.21,Satisfied
122386,Female,20,4,4,5,4,1,4,5,2,5,2,2,2,4,4,3.43,Neutral
95401,Female,15,1,1,5,5,2,4,5,2,2,5,5,5,1,5,3.43,Neutral
46178,Female,27,0,0,1,0,3,3,2,2,2,2,2,2,0,1,1.43,Dissatisfied
33137,Male,12,5,5,4,4,5,5,5,3,5,3,3,3,5,4,4.21,Satisfied
117306,Female,85,1,4,4,1,1,5,5,4,4,4,4,5,1,5,3.43,Neutral
44446,Male,12,3,3,5,4,4,5,4,2,2,2,2,2,3,4,3.21,Neutral
26650,Male,24,4,3,3,4,4,4,3,3,2,3,3,3,3,4,3.29,Neutral
52148,Female,41,3,5,5,3,3,4,4,5,4,4,2,4,3,4,3.79,Neutral
1572,Female,25,3,3,3,0,1,5,3,2,2,2,2,2,3,4,2.50,Neutral
97623,Female,51,4,5,5,4,4,4,4,4,4,4,3,4,4,4,4.07,Satisfied
40031,Male,19,5,5,2,2,3,3,4,3,1,3,3,3,2,4,3.07,Neutral
126540,Female,40,5,5,4,5,5,3,3,5,3,4,2,3,5,3,3.93,Neutral
63907,Female,60,3,5,3,3,3,3,3,3,4,3,4,3,3,3,3.29,Neutral
46853,Female,35,3,3,5,3,3,3,1,3,3,3,3,3,3,4,3.07,Neutral
6818,Male,30,0,0,5,4,3,5,3,1,1,1,1,1,0,4,2.07,Neutral
24058,Male,17,5,5,3,4,3,3,2,3,4,3,3,3,1,4,3.29,Neutral
29547,Female,43,3,3,4,1,1,5,5,4,5,5,1,5,5,5,3.71,Neutral
69106,Female,47,2,4,2,2,2,3,3,3,3,4,4,3,3,3,2.93,Neutral
59464,Female,20,2,2,3,2,3,5,5,3,3,3,3,3,2,4,3.07,Neutral
106760,Male,27,1,1,3,4,2,5,3,4,4,4,4,4,2,4,3.21,Neutral
29715,Female,15,3,4,3,3,3,5,3,5,5,5,5,5,4,5,4.14,Satisfied
122518,Female,41,5,4,3,4,5,5,5,5,5,3,2,5,5,5,4.36,Satisfied
127888,Male,38,3,5,5,5,5,3,3,5,3,3,3,3,5,3,3.86,Neutral
107771,Female,52,1,3,1,4,4,3,3,4,2,4,1,3,2,3,2.71,Neutral
78304,Male,33,2,2,3,5,4,5,5,1,3,1,1,1,2,4,2.79,Neutral
18921,Male,26,2,2,4,4,1,5,3,2,2,2,2,2,2,5,2.71,Neutral
96144,Female,55,3,5,4,3,3,4,4,4,5,3,4,4,3,4,3.79,Neutral
28514,Female,34,2,5,3,3,3,5,5,4,5,4,4,5,3,5,4.00,Satisfied
20194,Female,7,2,2,1,5,5,2,5,3,2,3,3,3,2,5,3.07,Neutral
6917,Female,69,0,2,2,2,3,4,4,3,0,1,5,4,2,4,2.57,Neutral
68224,Female,13,5,5,4,0,3,4,3,4,5,4,4,4,5,4,3.86,Neutral
42667,Male,39,2,1,1,2,2,4,4,5,4,5,3,4,2,4,3.07,Neutral
108110,Male,45,3,4,5,3,3,4,4,4,4,5,5,4,3,4,3.93,Neutral
46986,Female,52,3,5,5,4,3,5,1,4,3,3,3,1,3,1,3.14,Neutral
52247,Female,58,2,3,4,2,2,3,3,4,3,3,3,3,3,3,2.93,Neutral
14116,Male,54,4,4,5,4,4,5,5,5,5,3,5,5,4,5,4.50,Satisfied
72181,Male,50,2,2,3,2,3,4,4,1,2,1,1,1,2,3,2.21,Neutral
85833,Female,44,3,2,4,4,5,1,1,2,3,4,3,1,3,1,2.64,Neutral
13117,Male,34,3,5,1,3,3,4,4,5,4,4,1,4,3,4,3.43,Neutral
113676,Female,42,2,2,5,5,5,2,2,3,2,4,4,2,2,2,3.00,Neutral
86668,Male,57,2,2,3,4,2,4,5,4,2,4,4,4,2,5,3.36,Neutral
112842,Male,44,2,4,3,2,2,4,4,5,4,3,2,4,2,4,3.21,Neutral
13420,Male,35,2,2,4,0,3,3,1,5,2,5,5,5,2,5,3.14,Neutral
119243,Female,39,3,3,4,3,3,5,5,2,3,2,2,2,3,4,3.14,Neutral
93627,Female,39,4,3,4,3,3,1,1,4,1,2,4,1,1,1,2.36,Neutral
33876,Male,37,3,5,1,5,5,5,5,5,2,5,5,5,5,2,4.14,Satisfied
7657,Male,35,2,4,4,2,2,3,3,4,3,5,5,3,2,3,3.21,Neutral
48522,Female,49,2,2,2,2,2,4,4,4,4,4,4,4,2,4,3.14,Neutral
2858,Female,36,2,4,1,1,2,2,2,3,2,2,3,2,2,2,2.14,Neutral
54846,Male,41,3,4,5,2,3,5,5,5,5,4,2,5,3,5,4.00,Satisfied
7094,Female,37,5,4,1,1,5,2,4,4,3,4,4,4,4,3,3.43,Neutral
75505,Female,69,2,4,5,5,5,3,3,4,2,5,3,3,2,3,3.50,Neutral
58407,Female,62,5,3,1,5,5,1,1,4,2,1,1,1,1,1,2.29,Neutral
69765,Male,63,1,1,5,4,3,5,4,4,3,3,3,3,1,5,3.21,Neutral
102421,Male,23,2,2,1,4,4,4,1,1,2,1,1,1,2,3,2.07,Neutral
95066,Male,17,2,2,3,4,1,4,4,4,5,4,4,4,2,1,3.14,Neutral
20821,Female,9,5,5,3,3,5,1,2,5,3,5,5,5,5,2,3.86,Neutral
74580,Female,25,4,4,5,5,3,4,3,5,2,5,5,5,4,4,4.14,Satisfied
14188,Female,23,4,4,5,5,4,4,2,3,1,3,3,3,4,3,3.43,Neutral
13458,Female,21,3,3,2,4,1,4,1,3,1,3,3,3,3,3,2.64,Neutral
55597,Male,45,5,4,5,5,5,4,4,5,4,4,3,4,5,4,4.36,Satisfied
49388,Male,36,3,3,4,0,1,1,3,1,4,5,5,5,3,1,2.79,Neutral
121117,Male,52,4,3,3,4,4,4,4,5,4,5,4,4,4,4,4.00,Satisfied
28287,Male,39,4,5,4,4,4,4,4,5,4,5,3,4,4,4,4.14,Satisfied
100760,Male,37,4,5,5,4,4,5,5,5,5,3,5,5,4,5,4.57,Satisfied
5330,Male,31,3,3,2,1,4,3,2,2,5,5,5,5,3,3,3.29,Neutral
70494,Female,42,2,1,1,2,2,5,5,3,4,5,5,5,4,5,3.50,Neutral
44300,Male,36,2,2,4,2,1,5,3,3,3,3,3,3,2,5,2.93,Neutral
3692,Male,37,2,4,3,2,2,1,1,4,1,1,5,1,1,1,2.07,Neutral
124747,Female,25,4,4,3,0,2,4,5,5,3,4,4,4,4,5,3.64,Neutral
119389,Female,50,2,5,3,5,2,4,4,5,4,5,5,4,2,4,3.86,Neutral
7702,Male,57,4,4,3,4,3,4,3,3,2,3,3,3,4,5,3.43,Neutral
63419,Male,24,5,5,5,5,4,4,3,5,5,5,5,5,3,5,4.57,Satisfied
53663,Male,51,3,3,3,3,3,2,3,1,3,3,3,3,3,3,2.79,Neutral
39261,Male,29,4,4,1,3,2,4,3,2,4,2,2,2,4,5,3.00,Neutral
12292,Male,38,4,5,5,4,4,5,4,5,4,5,5,5,5,2,4.43,Satisfied
127681,Female,55,5,4,4,5,5,4,4,4,4,3,2,4,5,4,4.07,Satisfied
42693,Female,9,2,2,3,4,4,4,5,2,3,2,2,2,2,4,2.93,Neutral
10632,Female,50,2,5,3,2,2,5,5,4,5,3,4,5,2,5,3.71,Neutral
1591,Male,61,4,4,4,0,5,5,3,2,5,2,2,2,4,5,3.36,Neutral
79306,Female,34,3,5,5,1,3,5,5,5,3,5,5,4,3,3,3.93,Neutral
112402,Male,22,2,2,5,2,4,4,4,3,2,3,3,3,3,4,3.14,Neutral
52481,Male,33,5,5,4,4,4,4,4,4,3,4,4,4,5,3,4.07,Satisfied
100676,Female,42,3,5,5,3,3,5,5,5,4,3,2,5,3,5,4.00,Satisfied
3394,Male,20,5,5,4,0,3,5,4,1,2,1,1,1,5,4,2.93,Neutral
49134,Female,21,3,3,5,0,3,3,4,2,5,3,3,3,3,1,2.93,Neutral
68466,Female,51,1,5,4,1,1,3,3,4,4,5,2,3,1,3,2.86,Neutral
40170,Male,31,4,5,2,4,4,1,5,5,5,5,5,5,4,3,4.07,Satisfied
118657,Female,45,5,3,1,5,5,3,3,2,3,3,5,3,3,3,3.36,Neutral
28848,Male,46,5,2,5,5,5,4,3,3,5,3,3,3,2,3,3.64,Neutral
75592,Female,44,1,1,5,1,1,4,4,1,4,3,2,4,4,4,2.79,Neutral
119980,Male,14,2,2,3,4,3,4,1,4,2,4,4,4,2,4,3.07,Neutral
20284,Female,18,0,0,4,1,2,3,3,2,1,2,2,2,2,3,1.93,Dissatisfied
47507,Female,53,3,3,1,2,4,2,2,3,3,2,4,2,3,2,2.57,Neutral
62206,Female,42,2,4,5,4,3,4,4,4,2,5,4,4,2,4,3.64,Neutral
101920,Male,9,2,2,3,2,2,3,4,3,1,2,2,2,2,3,2.36,Neutral
14921,Male,53,5,4,3,5,5,4,4,4,4,4,4,4,4,4,4.14,Satisfied
67398,Female,30,1,1,3,1,3,4,1,4,3,4,4,4,1,3,2.64,Neutral
103726,Female,34,4,4,3,4,4,4,3,4,3,4,4,4,4,5,3.86,Neutral
125772,Male,39,3,4,3,3,3,4,4,4,5,3,5,4,3,4,3.71,Neutral
65187,Male,18,4,4,4,4,3,4,4,1,5,1,1,1,4,4,3.14,Neutral
18615,Male,7,2,2,5,4,2,2,1,2,1,2,2,2,2,2,2.21,Neutral
117089,Male,60,3,1,3,3,3,4,1,1,2,1,1,1,1,4,2.07,Neutral
86030,Male,19,4,4,2,5,1,4,4,2,5,2,2,2,4,5,3.29,Neutral
68919,Male,29,5,5,4,5,3,1,2,2,1,2,2,2,5,4,3.07,Neutral
112263,Female,50,4,5,3,4,4,4,4,5,4,5,2,4,4,4,4.00,Satisfied
116926,Female,59,1,2,2,1,1,2,2,2,2,2,4,2,2,2,1.93,Dissatisfied
73983,Female,49,4,2,2,4,4,3,2,2,2,2,2,3,2,3,2.64,Neutral
39012,Female,38,4,4,4,4,4,2,5,4,3,4,4,4,4,1,3.64,Neutral
70682,Female,49,1,1,4,5,1,5,5,4,1,4,4,5,2,5,3.36,Neutral
23972,Male,35,4,1,4,4,4,4,4,1,1,1,1,1,1,4,2.50,Neutral
120617,Male,27,5,5,5,5,2,4,3,4,2,4,4,4,5,4,4.00,Satisfied
8929,Male,51,1,2,3,1,1,2,2,2,5,2,2,2,2,3,2.14,Neutral
53146,Male,21,5,5,5,5,2,5,4,1,4,1,1,1,3,4,3.29,Neutral
120296,Male,23,2,2,4,0,1,5,4,5,3,4,4,4,2,4,3.14,Neutral
104154,Male,58,1,1,2,1,4,3,2,2,2,4,4,4,1,3,2.43,Neutral
38199,Female,41,5,2,4,5,5,4,4,3,5,1,2,4,5,4,3.79,Neutral
29234,Male,41,3,4,4,5,5,4,4,4,2,4,4,4,4,4,3.93,Neutral
33492,Male,50,3,3,3,5,4,3,5,3,3,1,1,1,3,5,3.07,Neutral
11942,Female,9,3,1,4,3,3,4,1,2,2,1,1,1,1,3,2.14,Neutral
48360,Male,23,3,3,2,3,3,4,2,2,5,1,1,1,3,3,2.57,Neutral
74251,Female,67,4,2,1,4,4,2,2,4,2,3,1,2,2,2,2.50,Neutral
128936,Female,41,1,5,3,3,3,5,5,5,4,4,3,5,3,5,3.86,Neutral
12200,Male,47,0,5,3,5,5,5,5,5,5,4,3,5,0,5,3.93,Neutral
16161,Male,36,4,3,1,4,4,5,5,1,5,2,3,5,4,5,3.64,Neutral
28036,Female,45,3,4,4,3,3,4,4,5,4,3,1,4,3,4,3.50,Neutral
108580,Male,25,4,4,4,0,3,4,4,5,4,5,5,5,4,5,4.00,Satisfied
58815,Female,67,1,1,1,1,2,4,4,2,1,3,2,4,2,4,2.29,Neutral
96924,Male,49,2,5,5,3,3,5,5,4,5,5,4,5,3,5,4.21,Satisfied
118599,Male,40,1,1,5,1,2,4,3,5,2,4,4,4,1,4,2.93,Neutral
18126,Female,80,4,3,2,4,4,3,3,3,3,1,2,3,3,3,2.93,Neutral
7682,Male,57,2,4,2,2,2,2,5,4,2,4,4,4,4,3,3.14,Neutral
81795,Female,28,2,2,1,2,4,3,2,3,2,3,3,3,2,3,2.50,Neutral
100694,Male,70,1,1,2,1,3,4,4,4,5,4,4,4,1,4,3.00,Neutral
37496,Female,41,3,1,4,3,3,2,3,1,2,1,1,1,1,2,2.00,Neutral
69834,Female,36,1,1,1,1,3,5,2,1,5,1,1,1,1,1,1.79,Dissatisfied
56283,Female,49,3,5,3,3,3,4,4,4,4,5,5,4,3,4,3.86,Neutral
120260,Female,39,4,4,4,4,2,5,4,3,4,3,3,3,4,5,3.71,Neutral
38693,Male,28,4,5,5,5,5,3,1,5,1,5,5,5,5,4,4.14,Satisfied
61101,Male,24,3,3,2,2,3,3,2,5,5,5,5,5,3,3,3.50,Neutral
46561,Male,43,0,1,1,4,1,2,5,1,3,1,1,3,0,4,1.93,Dissatisfied
104668,Male,30,2,2,2,5,3,2,3,2,3,5,5,5,3,3,3.21,Neutral
94085,Female,24,3,3,4,0,2,4,4,3,3,3,3,3,2,5,3.00,Neutral
20251,Male,67,5,4,4,5,5,4,2,3,2,3,4,2,4,2,3.50,Neutral
17185,Female,48,3,4,4,5,1,2,2,5,3,5,3,2,3,2,3.14,Neutral
110133,Male,51,2,5,5,2,2,5,5,5,5,3,4,5,2,5,3.93,Neutral
94226,Male,57,1,5,5,1,1,4,5,4,5,5,4,5,1,5,3.64,Neutral
120546,Female,37,3,5,3,3,3,4,4,4,4,3,3,4,3,4,3.57,Neutral
95372,Male,55,2,2,3,4,2,4,3,1,4,1,1,1,2,4,2.43,Neutral
17147,Female,24,4,2,5,4,4,2,3,2,4,2,2,2,4,2,3.00,Neutral
31115,Male,27,3,4,4,3,3,4,5,4,3,4,4,4,4,5,3.86,Neutral
120934,Male,29,3,3,5,3,3,5,4,5,5,5,5,5,3,5,4.21,Satisfied
79536,Male,52,1,4,4,1,1,5,5,4,5,4,4,5,1,5,3.50,Neutral
116302,Female,69,4,2,1,3,3,1,4,2,4,1,1,4,1,4,2.50,Neutral
66125,Female,34,3,3,3,0,1,3,4,4,2,4,4,4,2,3,2.86,Neutral
122403,Female,10,1,1,5,4,3,5,4,1,2,1,1,1,1,5,2.50,Neutral
45819,Female,65,3,5,3,5,2,1,1,4,3,5,3,1,3,1,2.86,Neutral
68624,Female,37,1,1,5,1,2,5,5,4,5,4,4,4,2,5,3.43,Neutral
21687,Female,24,3,3,2,3,3,4,3,5,3,5,5,5,4,3,3.64,Neutral
88026,Female,55,3,5,4,3,3,3,3,5,4,4,3,3,3,3,3.50,Neutral
40211,Male,33,5,4,2,2,2,1,2,4,2,4,4,4,2,2,2.86,Neutral
29936,Male,33,4,1,3,3,3,4,4,1,4,1,1,1,1,4,2.50,Neutral
74192,Female,52,4,5,4,5,2,4,4,4,4,3,2,4,4,4,3.79,Neutral
101568,Female,26,2,2,3,3,4,4,3,3,5,3,3,3,2,4,3.14,Neutral
109595,Female,53,5,4,5,5,5,5,5,4,5,4,3,5,5,5,4.64,Satisfied
64905,Male,33,5,4,1,4,5,3,1,4,4,4,4,4,4,4,3.64,Neutral
87057,Female,47,3,4,5,3,3,5,5,4,5,4,3,5,3,5,4.07,Satisfied
1482,Male,14,4,4,1,3,1,1,2,1,3,1,1,1,4,5,2.29,Neutral
28735,Male,28,2,5,5,2,2,5,3,5,5,5,5,5,2,4,3.93,Neutral
60228,Male,35,3,3,4,3,4,3,2,1,4,1,1,1,3,4,2.64,Neutral
19206,Female,26,3,3,2,5,3,3,4,3,3,3,3,3,3,5,3.29,Neutral
90770,Female,43,1,5,5,1,1,5,5,5,5,5,3,5,1,5,3.71,Neutral
78971,Male,49,1,4,4,1,1,3,3,4,4,5,4,3,1,3,2.93,Neutral
49325,Female,39,2,1,4,3,3,3,5,3,5,2,3,5,3,5,3.36,Neutral
7693,Male,24,4,4,5,5,4,5,4,3,3,4,4,4,3,5,4.07,Satisfied
99640,Female,61,4,4,5,0,2,3,4,1,4,1,2,4,3,4,2.93,Neutral
58601,Female,31,4,4,4,5,2,5,5,4,5,4,4,4,4,4,4.14,Satisfied
52787,Female,39,1,3,3,1,1,3,2,3,5,3,3,3,3,2,2.57,Neutral
48535,Male,63,4,4,2,0,1,5,4,1,1,1,1,1,4,3,2.29,Neutral
78832,Female,44,3,5,5,5,4,3,3,5,3,4,5,3,3,3,3.86,Neutral
42093,Male,24,3,4,1,3,3,1,3,5,3,4,4,4,4,2,3.14,Neutral
59098,Male,66,4,4,1,2,3,3,1,4,1,4,4,4,3,3,2.93,Neutral
618,Male,27,0,0,5,0,4,5,4,5,5,5,5,5,0,5,3.43,Neutral
66852,Male,45,1,1,3,5,4,2,1,4,4,4,4,4,1,1,2.79,Neutral
119968,Female,46,1,4,1,5,5,5,5,4,1,1,1,5,1,5,3.14,Neutral
85797,Male,38,2,3,2,3,2,2,3,3,3,3,5,3,2,3,2.79,Neutral
33900,Female,61,1,5,5,3,3,1,1,2,1,1,3,1,1,1,2.07,Neutral
102700,Male,53,1,5,4,1,1,5,5,4,5,5,3,5,1,5,3.57,Neutral
67542,Male,19,2,2,5,5,1,5,4,4,5,4,4,4,2,5,3.71,Neutral
65713,Male,68,4,3,3,4,4,3,3,2,3,3,5,3,3,3,3.29,Neutral
82978,Female,58,5,4,4,5,5,5,5,4,5,5,3,5,5,5,4.64,Satisfied
112174,Male,41,1,1,4,4,5,5,4,3,3,3,3,3,1,4,3.14,Neutral
7564,Female,38,1,1,3,5,2,4,5,4,2,4,4,4,1,4,3.14,Neutral
77653,Female,50,4,5,5,4,4,4,4,4,4,5,5,4,4,4,4.29,Satisfied
12683,Male,22,5,4,4,5,5,4,5,4,5,4,4,4,5,5,4.50,Satisfied
108928,Male,66,0,0,2,5,4,4,4,5,5,5,5,5,0,2,3.29,Neutral
105386,Male,33,5,4,5,2,2,2,2,4,5,4,4,4,2,5,3.57,Neutral
6345,Male,51,0,5,3,0,2,4,4,5,4,5,5,4,0,4,3.21,Neutral
65106,Female,56,3,5,5,4,2,5,5,5,3,3,3,5,3,5,4.00,Satisfied
38075,Female,35,4,5,4,4,4,4,3,5,2,5,5,5,5,1,4.00,Satisfied
19247,Female,13,3,3,5,4,1,4,5,5,4,5,5,5,3,4,4.00,Satisfied
5551,Female,50,4,4,4,5,3,2,2,4,4,5,2,2,4,2,3.36,Neutral
82268,Female,22,3,3,4,3,3,4,4,5,2,5,5,5,3,3,3.71,Neutral
89325,Male,46,2,4,4,2,2,5,5,5,5,3,3,5,2,5,3.71,Neutral
87770,Female,32,4,4,3,4,4,4,4,5,4,4,4,4,4,4,4.00,Satisfied
78491,Female,28,5,2,1,5,5,3,2,2,4,2,2,2,2,2,2.79,Neutral
80619,Male,36,2,2,4,4,4,5,3,3,3,3,3,3,2,4,3.21,Neutral
91514,Female,15,1,4,3,1,1,1,4,4,2,4,4,4,1,2,2.57,Neutral
68983,Female,8,3,3,1,3,3,3,2,5,2,5,5,5,3,3,3.29,Neutral
437,Male,46,3,5,3,4,2,5,5,5,3,5,4,5,3,5,4.07,Satisfied
95891,Male,59,2,2,3,5,4,5,4,2,4,2,2,2,1,4,3.00,Neutral
46598,Female,55,1,4,3,1,1,3,3,4,3,4,5,3,3,3,2.93,Neutral
45780,Male,25,1,3,1,1,1,2,2,3,1,3,3,3,3,3,2.14,Neutral
100049,Female,50,3,3,1,5,1,2,2,1,3,3,4,2,3,2,2.50,Neutral
94971,Male,55,5,3,2,5,5,4,2,3,2,1,4,2,4,2,3.14,Neutral
20332,Female,54,4,5,5,4,4,4,4,2,4,1,4,4,4,4,3.79,Neutral
108453,Female,17,3,3,3,3,1,4,5,1,2,1,1,1,3,1,2.29,Neutral
107349,Female,25,2,2,4,2,2,4,4,2,3,2,2,2,2,4,2.64,Neutral
9275,Female,51,1,4,4,1,1,2,2,4,3,5,3,2,1,2,2.50,Neutral
